
年月日,平均気温(℃),平均気温(℃),降水量の合計(mm),降水量の合計(mm),降水量の合計(mm),日照時間(時間),日照時間(時間),日照時間(時間),平均風速(m/s),平均風速(m/s),平均蒸気圧(hPa),平均蒸気圧(hPa)
2026/1/2,1.4,8,0,1,8,6.7,0,8,2.6,8,4.2,8
2026/1/3,2.4,8,0,1,8,7.9,0,8,3.0,8,4.7,8
2026/1/4,3.6,8,0.0,0,8,0.1,0,8,1.9,8,5.6,8
2026/1/5,2.7,8,0.0,0,8,1.9,0,8,2.3,8,5.1,8
2026/1/6,0.4,8,0.0,0,8,6.3,0,8,2.5,8,4.6,8
2026/1/7,2.2,8,0,1,8,3.9,0,8,2.2,8,4.9,8
2026/1/8,1.8,8,0.0,0,8,3.5,0,8,4.3,8,4.7,8
2026/1/9,1.5,8,0.0,0,8,5.0,0,8,2.5,8,4.4,8
2026/1/10,6.2,8,0.0,0,8,6.7,0,8,3.1,8,5.2,8
2026/1/11,5.2,8,0.0,0,8,3.6,0,8,5.0,8,5.7,8
2026/1/12,1.0,8,1.0,0,8,7.8,0,8,4.0,8,4.4,8
2026/1/13,4.5,8,1.0,0,8,7.3,0,8,3.9,8,5.6,8
2026/1/14,0.8,8,0.0,0,8,3.5,0,8,3.3,8,4.4,8
2026/1/15,5.5,8,2.0,0,8,5.8,0,8,3.1,8,6.0,8
2026/1/16,6.0,8,0.5,0,8,8.8,0,8,4.9,8,6.5,8
2026/1/17,4.6,8,0.0,0,8,4.1,0,8,4.7,8,5.6,8
2026/1/18,3.3,8,0,1,8,9.0,0,8,5.5,8,3.6,8
2026/1/19,1.8,8,0.0,0,8,0.0,0,8,2.1,8,4.8,8
2026/1/20,1.1,8,0.0,0,8,5.6,0,8,5.5,8,3.6,8
2026/1/21,-0.8,8,0.0,0,8,7.4,0,8,3.0,8,3.6,8
2026/1/22,-1.1,8,0.0,0,8,6.3,0,8,2.8,8,3.7,8
2026/1/23,-0.1,8,0,1,8,7.3,0,8,3.2,8,3.8,8
2026/1/24,-0.4,8,0.0,0,8,5.6,0,8,3.1,8,4.1,8
2026/1/25,-1.9,8,0.0,0,8,5.3,0,8,3.2,8,3.9,8
2026/1/26,-0.5,8,0.0,0,8,6.3,0,8,2.4,8,3.6,8
2026/1/27,2.5,8,0.0,0,8,2.4,0,8,2.4,8,4.9,8
2026/1/28,1.3,8,0.0,0,8,3.1,0,8,2.6,8,4.0,8
2026/1/29,0.2,8,0.0,0,8,7.7,0,8,3.1,8,3.6,8
2026/1/30,-0.7,8,0.0,0,8,6.8,0,8,3.2,8,3.8,8
2026/1/31,0.1,8,0.0,0,8,5.7,0,8,2.3,8,4.1,8
2026/2/1,0.5,8,0,1,8,6.7,0,8,2.4,8,4.7,8
2026/2/2,1.2,8,0,1,8,6.6,0,8,2.5,8,4.7,8
2026/2/3,1.9,8,0.0,0,8,6.5,0,8,2.7,8,4.4,8
2026/2/4,6.3,8,0.0,0,8,6.4,0,8,2.6,8,5.2,8
2026/2/5,6.5,8,0.0,0,8,3.4,0,8,2.0,8,7.4,8
2026/2/6,5.5,8,0.0,0,8,2.4,0,8,3.7,8,4.8,8
2026/2/7,-1.6,8,0,1,8,1.2,0,8,4.5,8,3.2,8
2026/2/8,-2.3,8,0.0,0,8,2.1,0,8,3.0,8,3.2,8
2026/2/9,-0.1,8,0.0,0,8,4.0,0,8,3.2,8,4.2,8
2026/2/10,5.2,8,0,1,8,6.8,0,8,2.6,8,5.7,8
2026/2/11,5.2,8,0.0,0,8,1.5,0,8,3.2,8,5.6,8
2026/2/12,3.9,8,0.0,0,8,2.8,0,8,3.1,8,4.7,8
2026/2/13,5.2,8,0.0,0,8,7.2,0,8,2.3,8,4.8,8
2026/2/14,8.5,8,0.0,0,8,4.3,0,8,1.8,8,6.5,8
2026/2/15,10.7,8,0,1,8,9.8,0,8,3.2,8,7.0,8
2026/2/16,5.9,8,0,1,8,6.8,0,8,5.8,8,4.8,8
2026/2/17,3.2,8,0,1,8,5.7,0,8,2.4,8,4.7,8
2026/2/18,4.2,8,1.0,0,8,9.3,0,8,3.0,8,5.5,8
2026/2/19,1.9,8,0.0,0,8,7.1,0,8,4.9,8,4.0,8
2026/2/20,3.7,8,0,1,8,10.6,0,8,2.8,8,4.5,8
2026/2/21,5.3,8,0,1,8,10.4,0,8,2.2,8,5.1,8
2026/2/22,7.7,8,0,1,8,8.8,0,8,2.8,8,7.9,8
2026/2/23,8.7,8,0,1,8,4.9,0,8,3.5,8,7.4,8
2026/2/24,7.5,8,0,1,8,8.5,0,8,2.4,8,6.5,8
2026/2/25,5.1,8,16.0,0,8,0.0,0,8,3.4,8,7.8,8
2026/2/26,5.2,8,0.5,0,8,0.0,0,8,3.1,8,7.8,8
2026/2/27,7.6,8,2.5,0,8,0.0,0,8,3.0,8,10.1,8
2026/2/28,10.1,8,0.0,0,8,7.3,0,8,4.7,8,8.7,8
2026/3/1,7.5,8,0,1,8,10.4,0,8,4.7,8,4.6,8
2026/3/2,6.7,8,0,1,8,10.2,0,8,3.6,8,4.2,8
2026/3/3,3.5,8,4.5,0,8,0.0,0,8,2.4,8,5.7,8
2026/3/4,3.3,8,6.5,0,8,0.9,0,8,3.1,8,6.6,8
2026/3/5,6.8,8,0.0,0,8,9.1,0,8,5.9,8,5.8,8
2026/3/6,6.0,8,0.0,0,8,6.5,0,8,2.5,8,6.4,8
2026/3/7,7.1,8,0.0,0,8,8.0,0,8,5.1,8,6.1,8
2026/3/8,4.8,8,0.0,0,8,7.3,0,8,4.3,8,4.8,8
2026/3/9,4.8,8,0.0,0,8,7.5,0,8,2.7,8,4.7,8
2026/3/10,3.6,8,0.0,0,8,3.8,0,8,3.6,8,4.7,8
2026/3/11,3.9,8,0,1,8,9.0,0,8,4.3,8,3.9,8
2026/3/12,5.4,8,0,1,8,10.8,0,8,4.1,8,4.1,8
2026/3/13,5.2,8,0,1,8,6.2,0,8,2.2,8,5.4,8
2026/3/14,7.3,8,0,1,8,10.8,0,8,2.5,8,5.9,8
2026/3/15,7.5,8,0,1,8,8.6,0,8,3.6,8,5.6,8
2026/3/16,7.3,8,0,1,8,9.8,0,8,3.0,8,4.9,8
2026/3/17,7.2,8,0,1,8,7.8,0,8,2.8,8,4.5,8
2026/3/18,5.5,8,0.0,0,8,8.4,0,8,2.5,8,5.1,8
2026/3/19,8.2,8,1.0,0,8,4.3,0,8,4.7,8,7.2,8
2026/3/20,6.3,8,0.0,0,8,11.3,0,8,3.5,8,5.0,8
2026/3/21,5.6,8,0.5,0,8,9.4,0,8,5.6,8,4.3,8
2026/3/22,6.2,8,0,1,8,10.5,0,8,2.5,8,5.6,8
2026/3/23,10.6,8,0,1,8,7.5,0,8,2.4,8,7.3,8
2026/3/24,10.0,8,0,1,8,11.0,0,8,4.2,8,5.1,8
2026/3/25,8.4,8,0,1,8,9.3,0,8,2.4,8,6.6,8
2026/3/26,7.6,8,15.5,0,8,0.0,0,8,3.5,8,9.3,8
2026/3/27,7.7,8,1.5,0,8,0.0,0,8,2.2,8,9.0,8
2026/3/28,8.4,8,0,1,8,8.8,0,8,2.2,8,8.1,8
2026/3/29,9.3,8,0,1,8,11.1,0,8,3.2,8,8.3,8
2026/3/30,9.4,8,0,1,8,4.8,0,8,1.9,8,9.7,8
2026/3/31,11.0,8,2.5,0,8,0.0,0,8,1.8,8,12.4,8
